Title,Bias Rating,Factual Reporting,Country,Press Freedom Rating,Media Type:,Traffic/Popularity:,MBFC Credibility Rating:,Source,Unnamed: 9,link
The Conservative Central (theconservativecentral.com),RIGHT ,LOW,Unknown,,Website,Minimal Traffic,,https://theconservativecentral.com/,"Poor Sourcing, Lack of Transparency",theconservativecentral.com
The Conservative Brief (www.theconservativebrief.com),RIGHT ,MIXED,USA,USA (45/180 Press Freedom),,Minimal Traffic,,https://theconservativebrief.com/,"Lack of Transparency, Propaganda, Poor Sourcing, Plagiarism",theconservativebrief.com
The Buffalo Chronicle,RIGHT,MIXED,USA,USA (45/180 Press Freedom),,Medium Traffic,,https://the-buffalo-chronicle/,"Lack of Transparency, Propaganda, Conspiracy, Failed Fact Checks",the-buffalo-chronicle
The Boston Tribune,RIGHT ,LOW,USA,LOW FREEDOM,Website,Medium Traffic,,https://the-boston-tribune/,,the-boston-tribune
The Blaze (www.theblaze.com),RIGHT ,,,,TV Station,High Traffic,,https://theblaze.com/,"Conspiracy Theories, Propaganda, Failed Fact Checks",theblaze.com
The Blacksphere (theblacksphere.net),RIGHT ,LOW,USA,USA (45/180 Press Freedom),,,,https://theblacksphere.net/,"Extreme Right, Propaganda, Conspiracy, Numerous Failed Fact Checks",theblacksphere.net
The Beltway Report (thebeltwayreport.com/),RIGHT ,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,LOW,https://thebeltwayreport.com/,"Propaganda, Poor Sourcing",thebeltwayreport.com
The Bearded Patriot (thebeardedpatriot.com),RIGHT ,LOW,USA,MOSTLY FREEDOM,Website,Minimal Traffic,LOW,https://thebeardedpatriot.com/,"Propaganda, Poor Sourcing, Lack of Transparency, Conspiracies",thebeardedpatriot.com
The Angry Patriot (www.angrypatriotmovement.com),RIGHT ,,,,,,,https://www.angrypatriotmovement.com,"Extreme Right, Conspiracy, Propaganda, Some Fake News",www.angrypatriotmovement.com
The American Mirror (theamericanmirror.com),RIGHT ,,,,,,,https://theamericanmirror.com,"Extreme Right, Propaganda, Conspiracy",theamericanmirror.com
The African Exponent,,,Tanzania,Tanzania (118/180 Press Freedom),,,,https://africanexponent.com/,"Poor Sourcing, Sensationalism, Lack of Transparency, Failed Fact Check",africanexponent.com
Telesur (www.telesurtv.net),,,Venezuela,Venezuela 147/180,,,,https://telesurtv.net/,"Lack of Transparency, Poor Sourcing, Propaganda, False Claims",telesurtv.net
Teddy Stick (teddystick.com),RIGHT ,,,,,,,https://teddystick.com/,"Extreme Right, Propaganda, Some Fake News",teddystick.com
TechStartups (techstartups.com),RIGHT-CENTER,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,LOW,https://techstartups.com/,"Lack of Transparency, Poor Sourcing, Conspiracy, Misinformation",techstartups.com
Tea Party Patriots (www.teapartypatriots.org),,,,,,,,https://teapartypatriots.org/,,teapartypatriots.org
Tea Party Inc. (www.teaparty.org),RIGHT ,,,,Organization/Foundation,Minimal Traffic,LOW ,https://teaparty.org/,"Propaganda, Poor Sourcing, Conspiracy, Lack of Transparency, False Claims",teaparty.org
TB Daily News (tbdailynews.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,LOW,https://tbdailynews.com/,"Lack of Transparency, Sensationalism",tbdailynews.com
Tasnim News Agency (www.tasnimnews.com),,,Iran,,,,,https://tasnimnews.com/,,tasnimnews.com
Taki’s Magazine (takimag.com),,LOW,,,Magazine,Medium Traffic,,https://takimag.com/,"Propaganda, Hate Group",takimag.com
Syriana Analysis (syriana-analysis.com),,,,,Website,Minimal Traffic,,https://syriana-analysis.com/,,syriana-analysis.com
Syria News,LEFT,LOW,Syria,,Website,Minimal Traffic,,http://syria.news,,syria.news
SW Valley Times (swvalleytimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://swvalleytimes.com/,"Imposter Site, Lack of Transparency, False Information",swvalleytimes.com
SW Arkansas Times (swarkansastimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://swarkansastimes.com/,"Imposter Site, Lack of Transparency, False Information",swarkansastimes.com
SW Arizona News (swarizonanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://swarizonanews.com/,"Imposter Site, Lack of Transparency, False Information",swarizonanews.com
SW Alaska News (swalaskanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://swalaskanews.com/,"Imposter Site, Lack of Transparency, False Information",swalaskanews.com
Swarajya (swarajyamag.com),,,India,,,,,https://swarajyamag.com/,"Propaganda, Poor Sourcing, Fake News, Failed Fact Checks",swarajyamag.com
SwampDrain.com (swampdrain.com),RIGHT ,,Unknown,,,,,https://swampdrain.com/,"Poor Sourcing, Lack of Transparency, Propaganda",swampdrain.com
SurvivalBlog.com (https://survivalblog.com/),RIGHT ,LOW,USA,USA (45/180 Press Freedom),,,,https://survivalblog.com/,"Propaganda, Conspiracy, Poor Sourcing",survivalblog.com
Summit News,RIGHT ,LOW,USA,USA (45/180 Press Freedom),,Medium Traffic,LOW,https://summit-news/,"Conspiracies, Misleading/Unproven Information, Lack of Transparency",summit-news
Strategic Culture Foundation (www.strategic-culture.org),RIGHT ,LOW,,,Website,Medium Traffic,,https://strategic-culture.org/,,strategic-culture.org
South Pima News (southpimanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://southpimanews.com/,"Imposter Site, Lack of Transparency, False Information",southpimanews.com
South Birmingham Times (southbirminghamtimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://southbirminghamtimes.com/,"Imposter Site, Lack of Transparency, False Information",southbirminghamtimes.com
Stone Cold Truth (stonecoldtruth.com),RIGHT ,LOW,,,Website,Minimal Traffic,,https://stonecoldtruth.com/,"Propaganda, Conspiracy, Poor Sourcing, Failed Fact Checks",stonecoldtruth.com
Steadfast and Loyal (steadfastandloyal.com),RIGHT ,,,,,Minimal Traffic,,https://steadfastandloyal.com/,"Propaganda, Poor Sourcing, Failed Fact Checks",steadfastandloyal.com
State of the Nation (stateofthenation.co),RIGHT ,LOW,USA,MOSTLY FREEDOM,Website,Medium Traffic,LOW,https://stateoftheunion.co/,"Propaganda, Conspiracy",stateoftheunion.co
Stares at the World (www.staresattheworld.com),RIGHT ,LOW,,,Website,Minimal Traffic,,https://staresattheworld.com/,"Propaganda, Conspiracy Theory, Poor Sources, Hate",staresattheworld.com
Sputnik (sputniknews.com),RIGHT-CENTER,,Russia,LOW FREEDOM,Website,,LOW ,https://sputniknews.com/,"Russian Propaganda, Conspiracy, Lack of Transparency, Some Fake News",sputniknews.com
South Alabama Times (southalabamatimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://southalabamatimes.com/,"Imposter Site, Lack of Transparency, False Information",southalabamatimes.com
South Africa Today (southafricatoday.net),RIGHT ,MIXED,,,Website,Minimal Traffic,,https://southafricatoday.net/,"Propaganda, White Nationalism, Poor Sources",southafricatoday.net
Sohu.com,LEFT-CENTER,MIXED,China,TOTAL OPPRESSION,Website,High Traffic,,https://sohu.com/,"Pro-State Propaganda, Censorship, Poor Sourcing",sohu.com
SkepticInk (www.skepticink.com),,,,,Website,Minimal Traffic,,https://skepticink.com/,,skepticink.com
Sick Chirpse (www.sickchirpse.com),,,,,,,,https://sickchirpse.com/,Some Fake News,sickchirpse.com
SHTFplan.com (www.shtfplan.com),,LOW,,,Website,Medium Traffic,,https://shtfplan.com/,"Propaganda, Conspiracy, Pseudoscience, Poor Sourcing, False Claims, Lack of Transparency",shtfplan.com
Shoals Today (shoalstoday.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://shoalstoday.com/,"Imposter Site, Lack of Transparency, False Information",shoalstoday.com
Shafaq News (shafaaq.com),LEFT,MIXED,Iraq,TOTAL OPPRESSION,Website,Medium Traffic,,https://shafaaq.com/,"Lack of Transparency, Poor Sourcing, Propaganda",shafaaq.com
Secure America Now (www.secureamericanow.org),RIGHT ,MIXED,USA,USA (44/180 Press Freedom),,Minimal Traffic,,https://secureamericanow.org/,,secureamericanow.org
SE Arizona News (searizonanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://searizonanews.com/,"Imposter Site, Lack of Transparency, False Information",searizonanews.com
SE Alaska News (sealaskanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://sealaskanews.com/,"Imposter Site, Lack of Transparency, False Information",sealaskanews.com
SC Alaska News (scalaskanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://scalaskanews.com/,"Imposter Site, Lack of Transparency, False Information",scalaskanews.com
Santa Monica Observer (www.smobserved.com),RIGHT ,LOW,USA,USA (45/180 Press Freedom),,,,https://smobserved.com/,"Poor Sourcing, Fake News, Lack of Ownership Transparency",smobserved.com
Sacramento Standard (sacramentostandard.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,,https://sacramentostandard.com/,"Imposter Site, Lack of Transparency, False Information",sacramentostandard.com
Ruth Institute (www.ruthinstitute.org),,LOW,,MOSTLY FREEDOM,Organization/Foundation,,,https://ruthinstitute.org/,"Propaganda, Conspiracy, Hate Group",ruthinstitute.org
Russia News Agency-TASS (tass.com),RIGHT-CENTER,,Russia,LOW FREEDOM,Online Newspaper,Medium Traffic,LOW ,https://tass.com/,"Propaganda, Conspiracy, Poor Sourcing",tass.com
Russia Insider (russia-insider.com),,,Russia,LOW FREEDOM,Website,Minimal Traffic,LOW ,https://russiainsider.com/,,russiainsider.com
RushLimbaugh.com,RIGHT ,LOW,USA,MOSTLY FREEDOM,Website,Minimal Traffic,,https://rushlimbaugh.com/,"Propaganda, Conspiracy, Failed Fact Checks, Fake News",rushlimbaugh.com
Ruptly (ruptly.tv),RIGHT-CENTER,MIXED,Russia,LOW FREEDOM,Website,Medium Traffic,LOW ,https://ruptly.tv/,"Propaganda, False Claims",ruptly.tv
Rudaw (rudaw.net),,,Iraq,,,,,https://rudaw.net/,Failed Fact Checks,rudaw.net
RT News (www.rt.com),RIGHT-CENTER,,Russia,LOW FREEDOM,,,LOW ,https://rt.com,"Russian Propaganda, Conspiracy, Lack of Transparency, Some Fake News",rt.com
Rodong Sinmun (North Korea),,LOW,,,Newspaper,Medium Traffic,,https://rodong.rep.kp/,"Propaganda, Conspiracy, Nationalism, Censorship",rodong.rep.kp
River Region Times (riverregiontimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://riverregiontimes.com/,"Imposter Site, Lack of Transparency, False Information",riverregiontimes.com
Right Wing Tribune,RIGHT ,,,,,,,https://rightwingtribune.com/,"Extreme Right, Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency, Failed Fact Checks",rightwingtribune.com
Right Side News (rightwingnews.com),RIGHT ,,,USA (45/180 Press Freedom),,,,https://rightwingnews.com/,"Extreme Right, Propaganda",rightwingnews.com
Righter Way (righterway.com),RIGHT ,LOW,Unknown,,Website,Minimal Traffic,LOW ,https://righterway.com/,"Poor Sourcing, Propaganda, Conspiracy",righterway.com
Revolver.News,RIGHT,MIXED,Unknown,,,Medium Traffic,,https://revolver.news/,"Poor Sourcing, Lack of Transparency, Conspiracy Theories",revolver.news
Republican National Committee (RNC) (gop.com),RIGHT ,MIXED,USA,USA (45/180 Press Freedom),,,,https://gop.com/,"Propaganda, Numerous Failed Fact Checks",gop.com
RenewedRight.com (renewedright.com),,,,,Website,Medium Traffic,,https://renewedright.com/,"Conspiracy Theories, Propaganda, Poor Sourcing, Lack of Transparency",renewedright.com
Renew America (www.renewamerica.com),RIGHT ,,,,,,,https://renewamerica.com/,"Extreme Right, Propaganda, Conspiracy, Hate Group, Poor Sourcing",renewamerica.com
Reed Cooper News (https://www.reedcooper.net),RIGHT ,LOW,USA,USA (45/180 Press Freedom),,,,https://reedcooper.net/,"Propaganda, Conspiracy",reedcooper.net
Redwood Empire News (redwoodempirenews.com),RIGHT-CENTER,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,,https://redwoodempirenews.com/,"Imposter Site, Lack of Transparency, False Information",redwoodempirenews.com
Red State Watcher (redstatewatcher.com),RIGHT ,,,,,,,https://redstatewatcher.com/,"Extreme Right, Propaganda, Lack of Transparency, Poor Sourcing, Some Fake News",redstatewatcher.com
Red Orbit (www.redorbit.com),,MIXED,USA,USA (45/180 Press Freedom),,,,https://redorbit.com/,,redorbit.com
Red Ice TV (redice.tv),RIGHT ,,,,,,,https://redice.tv/,"Extreme Right, Propaganda, Conspiracy, Hate Group",redice.tv
Redding Today (reddingtoday.com),RIGHT-CENTER,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,,https://reddingtoday.com/,"Imposter Site, Lack of Transparency, False Information",reddingtoday.com
Real Conservatives Unite (realconservativesunite.com),RIGHT ,,Unknown,,,,,https://realconservativesunite.com/,"Extreme Right, Propaganda, Conspiracy Theories, Poor Sourcing, Lack of Sourcing.",realconservativesunite.com
Quillette (quillette.com),RIGHT,,Australia,Australia (25/180 Press Freedom),Website,,LOW ,https://quillette.com/,"Pseudoscience, Poor Sourcing, Failed Fact Checks",quillette.com
Puppet String News (www.puppetstringnews.com),RIGHT ,,,,,,,https://puppetstringnews.com/,"Extreme Right, Propaganda, Conspiracy, Fake News",puppetstringnews.com
Pulaski Times (pulaskitimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://pulaskitimes.com/,"Imposter Site, Lack of Transparency, False Information",pulaskitimes.com
Pro Trump News (protrumpnews.com/),RIGHT ,LOW,Unknown,,Website,Medium Traffic,LOW ,https://protrumpnews.com/,"Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency, Imposter",protrumpnews.com
Proto Thema (en.protothema.gr),RIGHT,MIXED,GREECE,LOW FREEDOM,,High Traffic,,https://eg.protothema.gr/,,eg.protothema.gr
Project Veritas (projectveritas.com),RIGHT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Medium Traffic,,https://projectveritas.com/,,projectveritas.com
Prntly (prntly.com),RIGHT ,,,,,,,https://prntly.com/,"Extreme Right, Propaganda, Some Fake News",prntly.com
Press TV (www.presstv.com),RIGHT,,Iran,TOTAL OPPRESSION,TV Station,High Traffic,LOW ,https://presstv.com/,"Propaganda, Conspiracy, Poor Sourcing, Fake News, Antisemitism",presstv.com
Press Corp (presscorp.org),RIGHT,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://presscorp.org/,"Poor Sourcing, Misinformation, Lack of Transparency",presscorp.org
Pravda Report (pravdareport.com),RIGHT,LOW,Russia,LOW FREEDOM,Website,High Traffic,LOW ,https://pravdareport.org/,,pravdareport.org
PragerU (www.prageru.com),RIGHT,LOW,USA,MOSTLY FREEDOM,Organization/Foundation,Medium Traffic,LOW,https://prageru.com/,"Propaganda, Poor Sourcing, Failed Fact Checks, False Claims",prageru.com
Powdered Wig Society (powderedwigsociety.com),RIGHT ,,,,,,,https://powderedwigsociety.com/,"Extreme Right, Propaganda, Some Fake News",powderedwigsociety.com
Populist.Press,RIGHT ,LOW,,,Website,Medium Traffic,,https://populist.press/,"Imposter Website, Poor Sourcing, Propaganda, Lack of Transparency",populist.press
Population Research Institute (pop.org),RIGHT ,LOW,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,LOW,https://pop.org/,"Propaganda, Pseudoscience, Poor Sourcing, Lack of Transparency, Anti-LGBTQ",pop.org
Pomona Valley News (pomonavalleynews.com),RIGHT-CENTER,,USA,MOSTLY FREEDOM,Website,Minimal Traffic,,https://pomonavalleynews.com/,"Imposter Site, Lack of Transparency, False Information",pomonavalleynews.com
Politifact News (www.politifact.news),RIGHT ,,,,,,,https://politifact.news/,"Extreme Right, Propaganda, Conspiracy, Fake News",politifact.news
Political State (https://politicalstate.org/),LEFT,LOW,USA,USA (45/180 Press Freedom),,,,https://politicalstate.org/,"Propaganda, Lack of Transparency",politicalstate.org
Political Insider (www.thepoliticalinsider.com),RIGHT ,LOW,USA,USA (45/180 Press Freedom),Website,,,https://thepoliticalinsider.com/,,thepoliticalinsider.com
Political Flare (politicalflare.com),LEFT,LOW,,MOSTLY FREEDOM,Website,,,https://politicalflare.com/,"Propaganda, Conspiracy, False information, Lack of Transparency",politicalflare.com
PM Nightly News (pmnightlynews.com),,,,,,,,https://pmnightlynews.com/,"Lack of Transparency, Poor Sourcing",pmnightlynews.com
PJ Media (pjmedia.com),RIGHT ,,,,Website,,,https://pjmedia.com/,"Extreme Right, Propaganda, Conspiracy, Poor Sourcing, Failed Fact Checks",pjmedia.com
Pinal Today (pinaltoday.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://pinaltoday.com/,"Imposter Site, Lack of Transparency, False Information",pinaltoday.com
PHX Reporter (phxreporter.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://phxreporter.com/,"Imposter Site, Lack of Transparency, False Information",phxreporter.com
Personal Liberty,,,,,,,,https://personal-liberty/,"Extreme Right, Propaganda, Conspiracy, Poor Sourcing",personal-liberty
Perez Hilton (perezhilton.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,,https://perezhilton.com/,"Lack of Transparency, Sensationalism, Failed Fact Checks",perezhilton.com
Patriotic Viral News (patrioticviralnews.com),,LOW,,,Website,Minimal Traffic,,https://patrioticviralnews.com/,"Propaganda, Poor Sourcing, Lack of Transparency",patrioticviralnews.com
Patriot Journal (patriotjournal.org),,,,,Website,,,https://patriotjournal.org/,"Conspiracy Theories, Propaganda, Poor Sourcing, Failed Fact Checks",patriotjournal.org
Parler (parler.com),RIGHT ,LOW,USA,MOSTLY FREEDOM,Website,High Traffic,,https://parler.com/,"Poor Sources, Conspiracy, Propaganda, Hate, Lack of Transparency, Fake News",parler.com
Pacific Pundit (www.pacificpundit.com),RIGHT ,,,,,,,https://pacificpundit.com/,"Extreme Right, Propaganda, Conspiracy, Lack of Transparency, Poor Sourcing, Failed Fact Checks",pacificpundit.com
Overpasses for America (overpassesforamerica.com),RIGHT,MIXED,United Kingdom ,United Kingdom (35/180 Press Freedom),Website,,LOW ,https://overpassesforamerica.com/,"Lack of Transparency, Failed Fact Checks, Poor Sourcing",overpassesforamerica.com
Outraged Patriot (outragedpatriot.com),RIGHT ,LOW,Unknown,,Website,Minimal Traffic,LOW ,https://outragedpatriot.com/,"Lack of Transparency, Poor Sourcing, Conspiracy, Propaganda",outragedpatriot.com
Occupy Democrats (occupydemocrats.com),LEFT,LOW,USA,USA (44/180 Press Freedom),,High Traffic,,https://occupydemocrats.com/,"Propaganda, Conspiracies, Failed Fact Checks",occupydemocrats.com
Objectivist (objectivist.co),,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://objectivist.co/,"Poor Sourcing, Lack of Transparency, Propaganda, False Claims",objectivist.co
Oath Keepers (www.oathkeepers.org),,LOW,,MOSTLY FREEDOM,Organization/Foundation,,,https://oathkeepers.org/,"Propaganda, Conspiracy",oathkeepers.org
Oakland City Wire (oaklandcitywire.com),RIGHT-CENTER,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,,https://oaklandcitywire.com/,"Imposter Site, Lack of Transparency, False Information",oaklandcitywire.com
My Daily Freedom (mydailyfreedom.com),RIGHT,MIXED,USA,,Website,Medium Traffic,,https://mydailyfreedom.com/,"Poor Sourcing, Propaganda, Conspiracy, Failed Fact Checks",mydailyfreedom.com
NW Valley Times (nwvalleytimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://nwvalleytimes.com/,"Imposter Site, Lack of Transparency, False Information",nwvalleytimes.com
NW Riverside News (nwriversidenews.com),RIGHT-CENTER,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,,https://nwriversidenews.com/,"Imposter Site, Lack of Transparency, False Information",nwriversidenews.com
NW LA Times (nwlatimes.com),RIGHT-CENTER,,USA,MOSTLY FREEDOM,Website,Minimal Traffic,,https://nwlatimes.com/,"Imposter Site, Lack of Transparency, False Information",nwlatimes.com
NW Georgia News (nwgeorgianews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://nwgeorgianews.com/,"Imposter Site, Lack of Transparency, False Information",nwgeorgianews.com
NW Arkansas News (nwarkansasnews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://nwarkansasnews.com/,"Imposter Site, Lack of Transparency, False Information",nwarkansasnews.com
NW Alabama News (nwalabamanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://nwalabamanews.com/,"Imposter Site, Lack of Transparency, False Information",nwalabamanews.com
NTD.TV (New Tang Dynasty) (www.ntd.tv),RIGHT ,,,,,Medium Traffic,,https://ntd.tv/,"Conspiracy Theories, Propaganda, Lack of Transparency, Failed Fact Checks",ntd.tv
NRL News Today (nationalrighttolifenews.org),RIGHT ,LOW,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,,https://nationalrighttolifenews.org/,,nationalrighttolifenews.org
NPR.News,,LOW,USA,MOSTLY FREEDOM,Website,Minimal Traffic,,https://npr.news/,,npr.news
NowThisNews (nowthisnews.com),LEFT,LOW,USA,USA (45/180 Press Freedom),,Medium Traffic,,https://nowthisnews.com/,"Propaganda, Failed Fact Checks",nowthisnews.com
Now8News (now8news.com),,,,,,,,https://now8news.com/,"Imposter Site, Lack of Transparency",now8news.com
Not Allowed To (notallowedto.com),,,,,,,,https://notallowedto.com/,"Lack of Transparency, Failure to disclose Satire",notallowedto.com
North SGV News (northsgvnews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northsgvnews.com/,"Imposter Site, Lack of Transparency, False Information",northsgvnews.com
North SFV Today (northsfvtoday.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northsfvtoday.com/,"Imposter Site, Lack of Transparency, False Information",northsfvtoday.com
North Sacramento Today (northsactoday.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northsacramentotoday.com/,"Imposter Site, Lack of Transparency, False Information",northsacramentotoday.com
North Pima News (northpimanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northpimanews.com/,"Imposter Site, Lack of Transparency, False Information",northpimanews.com
North OC Times (northoctimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northoctimes.com/,"Imposter Site, Lack of Transparency, False Information",northoctimes.com
North Little Rock Times (northlittlerocktimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northlittlerocktimes.com/,"Imposter Site, Lack of Transparency, False Information",northlittlerocktimes.com
North Inland News (northinlandnews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northinlandnews.com/,"Imposter Site, Lack of Transparency, False Information",northinlandnews.com
North Coast California News (northcoastcanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northcoastnews.com/,"Imposter Site, Lack of Transparency, False Information",northcoastnews.com
North Central Arkansas News (ncarkansasnews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://ncarkansasnews.com/,"Imposter Site, Lack of Transparency, False Information",ncarkansasnews.com
North Birmingham Times (northbirminghamtimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northbirminghamtimes.com/,"Imposter Site, Lack of Transparency, False Information",northbirminghamtimes.com
North Alaska News (northalaskanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://northalaskanews.com/,"Imposter Site, Lack of Transparency, False Information",northalaskanews.com
Nordic Monitor (nordicmonitor.com),LEFT-CENTER,MIXED,Sweden,MODERATE FREEDOM,Website,Minimal Traffic,,https://nordicmonitor.com/,"Lack of Transparency, Poor Sourcing, Propaganda",nordicmonitor.com
NOQ Report (noqreport.com),,LOW,USA,,,,,https://noqreport.com/,"Poor Sourcing, Conspiracy Theories, Propaganda, Lack of Transparency, Failed Fact Checks",noqreport.com
Next News Network,RIGHT ,LOW,USA,MOSTLY FREEDOM,Website,Medium Traffic,LOW,https://next-news-network/,,next-news-network
NewsWars (newswars.com),,LOW,,,Website,Medium Traffic,,https://newswars.com/,"Propaganda, Conspiracy, False Claims, Fake News",newswars.com
Newsner (en.newsner.com),,LOW,Sweden,Sweden (2/180 Press Freedom),,,,https://newsner.ocm/,"Lack of Transparency, Poor Sourcing, Pseudoscience",newsner.ocm
Newsmax (www.newsmax.com),,,,,Website,,,https://newsmax.com/,"Conspiracy Theories, Pseudoscience, Propaganda, Fake News, Failed Fact Checks",newsmax.com
NewsAmmo (newsammo.com),RIGHT ,,,,,,,https://newsammo.com/,"Propaganda, Conspiracy, Some Fake News",newsammo.com
News with Views (www.newswithviews.com),RIGHT ,,,,,,,https://newswithviews.com/,"Propaganda, Conspiracy, Some Fake News",newswithviews.com
News Rescue (newsrescue.com),,,Nigeria,Nigeria (115/180 Press Freedom),,,,https://newsrescue.com/,"Lack of Transparency, Poor Sourcing, Propaganda, Conspiracy Theories",newsrescue.com
News Punch (newspunch.com),RIGHT ,LOW,,MOSTLY FREEDOM,Website,,,https://newspunch.com/,"Propaganda, Conspiracy, Fake News",newspunch.com
News Heist (newsheist.com),,,Unknown,,,,,https://newsheist.com/,,newsheist.com
News Break (newsbreak.com),LEFT-CENTER,,USA,MOSTLY FREEDOM,App,High Traffic,,https://news-break/,"Poor Sourcing, Fake News",news-break
News Blaze (newsblaze.com),RIGHT ,,,,,,,https://newsblaze.com/,"Extreme Right, Propaganda, Conspiracy",newsblaze.com
New Nation News (www.newnation.org),,LOW,,,Website,Minimal Traffic,,https://newnation.org/,"Propaganda, Conspiracy, Hate Group",newnation.org
NE Valley Times (nevalleytimes.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://nevalleytimes.com/,"Imposter Site, Lack of Transparency, False Information",nevalleytimes.com
NE Sacramento News (nesacramentonews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://nesacramentonews.com/,"Imposter Site, Lack of Transparency, False Information",nesacramentonews.com
NE Cali News (necalinews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://necalinews.com/,"Imposter Site, Lack of Transparency, False Information",necalinews.com
NE Alabama News (nealabamanews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://nealabamanews.com/,"Imposter Site, Lack of Transparency, False Information",nealabamanews.com
Natural State News (naturalstatenews.com),RIGHT-CENTER,,,MOSTLY FREEDOM,Website,Minimal Traffic,,https://naturalstatenews.com/,"Imposter Site, Lack of Transparency, False Information",naturalstatenews.com
National Vanguard (nationalvanguard.org),,,,,Organization/Foundation,Minimal Traffic,LOW ,https://nationalvanguard.org/,"Hate Group, Propaganda, Conspiracy, Poor Sourcing, Lack of Transparency, False Claims",nationalvanguard.org
National Right to Life Committee (nrlc.org),RIGHT ,LOW,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,,https://nrlc.org/,,nrlc.org
National Rifle Association (home.nra.org),RIGHT ,MIXED,USA,,,Medium Traffic,,https://homenra.org/,"Conspiracy Theories, Poor Sourcing, Poor Fact Check Record",homenra.org
National Policy Institute,RIGHT ,,,,,,,https://national-policy-institute/,"Extreme Right, Hate Group",national-policy-institute
National Enquirer (www.nationalenquirer.com),,LOW,,,Magazine,High Traffic,,https://nationalenquirer.com/,"Conspiracy, Pseudoscience, Fake News",nationalenquirer.com
